1974, -7.311301e-006, 2.526442e-003, -5.813238e-003, -3.340339e-006, -3.378050e-005, 7.790353e-005, -1.048809e-005, 2.492723e-003, -5.735264e-003 
1975, -6.758504e-006, 2.429267e-003, -5.589669e-003, -1.842459e-005, -3.248453e-005, 7.491787e-005, -2.503412e-005, 2.396760e-003, -5.514681e-003 
1976, -6.227435e-006, 2.332092e-003, -5.366099e-003, -3.212479e-005, -2.667995e-005, 6.153331e-005, -3.824149e-005, 2.305321e-003, -5.304495e-003 
1977, -5.718094e-006, 2.234918e-003, -5.142527e-003, -4.164343e-005, -1.744084e-005, 4.022583e-005, -4.730419e-005, 2.217343e-003, -5.102231e-003 
1978, -5.230480e-006, 2.137743e-003, -4.918954e-003, -4.657355e-005, -7.057715e-006, 1.627831e-005, -5.180166e-005, 2.130537e-003, -4.902605e-003 
1979, -4.764593e-006, 2.040570e-003, -4.695380e-003, -4.720986e-005, 3.833379e-006, -8.841588e-006, -5.202484e-005, 2.044262e-003, -4.704151e-003 
1980, -4.320435e-006, 1.943396e-003, -4.471804e-003, -4.260722e-005, 1.503104e-005, -3.466854e-005, -4.702737e-005, 1.958317e-003, -4.506402e-003 
1981, -3.898004e-006, 1.846223e-003, -4.248227e-003, -3.259158e-005, 2.426863e-005, -5.597378e-005, -3.662532e-005, 1.870434e-003, -4.304130e-003 
1982, -3.497300e-006, 1.749050e-003, -4.024649e-003, -1.960824e-005, 2.971234e-005, -6.852764e-005, -2.325790e-005, 1.778764e-003, -4.093105e-003 
1983, -3.118324e-006, 1.651878e-003, -3.801069e-003, -5.436848e-006, 3.174893e-005, -7.322283e-005, -8.708752e-006, 1.683686e-003, -3.874221e-003 
1984, -2.761075e-006, 1.554705e-003, -3.577487e-003, 9.307906e-006, 3.097964e-005, -7.144664e-005, 6.402995e-006, 1.585799e-003, -3.648863e-003 
1985, -2.425554e-006, 1.457534e-003, -3.353905e-003, 2.340307e-005, 2.631650e-005, -6.069071e-005, 2.085617e-005, 1.484009e-003, -3.414525e-003 
1986, -2.111760e-006, 1.360362e-003, -3.130321e-003, 3.377398e-005, 1.786048e-005, -4.118884e-005, 3.157319e-005, 1.378409e-003, -3.171439e-003 
1987, -1.819694e-006, 1.263191e-003, -2.906735e-003, 3.944362e-005, 7.790515e-006, -1.796592e-005, 3.756815e-005, 1.271177e-003, -2.924630e-003 
1988, -1.549355e-006, 1.166020e-003, -2.683148e-003, 4.112526e-005, -2.331228e-006, 5.376121e-006, 3.954904e-005, 1.163880e-003, -2.677701e-003 
1989, -1.300743e-006, 1.068850e-003, -2.459560e-003, 3.883794e-005, -1.281216e-005, 2.954688e-005, 3.753561e-005, 1.056214e-003, -2.429943e-003 
1990, -1.073858e-006, 9.716797e-004, -2.235971e-003, 3.105935e-005, -2.283966e-005, 5.267317e-005, 3.000349e-005, 9.489901e-004, -2.183227e-003 
1991, -8.687007e-007, 8.745100e-004, -2.012380e-003, 1.888530e-005, -2.996045e-005, 6.909761e-005, 1.804386e-005, 8.446682e-004, -1.943211e-003 
1992, -6.852705e-007, 7.773406e-004, -1.788787e-003, 4.991362e-006, -3.323887e-005, 7.666155e-005, 4.332534e-006, 7.441913e-004, -1.712055e-003 
1993, -5.235673e-007, 6.801717e-004, -1.565194e-003, -9.224564e-006, -3.349681e-005, 7.725948e-005, -9.728705e-006, 6.467410e-004, -1.487863e-003 
1994, -3.835911e-007, 5.830031e-004, -1.341599e-003, -2.381541e-005, -3.061251e-005, 7.060973e-005, -2.419093e-005, 5.524392e-004, -1.270918e-003 
1995, -2.653420e-007, 4.858349e-004, -1.118002e-003, -3.642522e-005, -2.359980e-005, 5.443638e-005, -3.669718e-005, 4.622750e-004, -1.063495e-003 
1996, -1.688199e-007, 3.886671e-004, -8.944046e-004, -4.437205e-005, -1.360150e-005, 3.137463e-005, -4.456172e-005, 3.751065e-004, -8.629591e-004 
1997, -9.402468e-008, 2.914997e-004, -6.708055e-004, -4.728939e-005, -2.692356e-006, 6.210545e-006, -4.741464e-005, 2.888562e-004, -6.645241e-004 
1998, -4.095632e-008, 1.943328e-004, -4.472050e-004, -4.594642e-005, 8.277358e-006, -1.909371e-005, -4.602412e-005, 2.026701e-004, -4.662279e-004 
1999, -9.614781e-009, 9.716617e-005, -2.236032e-004, -3.947911e-005, 1.880102e-005, -4.336869e-005, -3.952598e-005, 1.160389e-004, -2.669011e-004 
2000, -4.034804e-017, -1.323489e-023, -2.917806e-023, -2.797166e-005, 2.686582e-005, -6.197065e-005, -2.800472e-005, 2.694638e-005, -6.189986e-005 
2001, -1.211193e-008, -9.716576e-005, 2.236045e-004, -1.399644e-005, 3.108899e-005, -7.171027e-005, -1.403467e-005, -6.599307e-005, 1.519650e-004 
2002, -4.595050e-008, -1.943311e-004, 4.472104e-004, 3.259291e-007, 3.181448e-005, -7.338172e-005, 2.611354e-007, -1.624362e-004, 3.738995e-004 
2003, -1.015157e-007, -2.914960e-004, 6.708176e-004, 1.467625e-005, 2.950804e-005, -6.805997e-005, 1.456144e-005, -2.619173e-004, 6.028284e-004 
2004, -1.788074e-007, -3.886605e-004, 8.944262e-004, 2.780537e-005, 2.348863e-005, -5.417496e-005, 2.761447e-005, -3.651162e-004, 8.403220e-004 
2005, -2.778256e-007, -4.858245e-004, 1.118036e-003, 3.680452e-005, 1.428074e-005, -3.293709e-005, 3.650954e-005, -4.715044e-004, 1.085170e-003 
2006, -3.985702e-007, -5.829881e-004, 1.341647e-003, 4.063237e-005, 3.831194e-006, -8.836242e-006, 4.020580e-005, -5.791309e-004, 1.332882e-003 
2007, -5.410411e-007, -6.801513e-004, 1.565260e-003, 4.042940e-005, -6.509707e-006, 1.501405e-005, 3.984501e-005, -6.866437e-004, 1.580345e-003 
2008, -7.052383e-007, -7.773140e-004, 1.788874e-003, 3.629234e-005, -1.675617e-005, 3.864721e-005, 3.552396e-005, -7.940545e-004, 1.827592e-003 
2009, -8.911618e-007, -8.744762e-004, 2.012489e-003, 2.703583e-005, -2.582927e-005, 5.957544e-005, 2.605951e-005, -9.002793e-004, 2.072135e-003 
2010, -1.098811e-006, -9.716380e-004, 2.236106e-003, 1.369012e-005, -3.172021e-005, 7.316567e-005, 1.248722e-005, -1.003308e-003, 2.309342e-003 
2011, -1.328187e-006, -1.068799e-003, 2.459723e-003, -7.969785e-007, -3.379301e-005, 7.794986e-005, -2.241422e-006, -1.102510e-003, 2.537744e-003 
2012, -1.579289e-006, -1.165960e-003, 2.683343e-003, -1.502358e-005, -3.267622e-005, 7.537673e-005, -1.672364e-005, -1.198515e-003, 2.758790e-003 
2013, -1.852116e-006, -1.263121e-003, 2.906963e-003, -2.885367e-005, -2.825854e-005, 6.518861e-005, -3.082096e-005, -1.291215e-003, 2.972223e-003 
2014, -2.146670e-006, -1.360280e-003, 3.130585e-003, -4.013506e-005, -2.003834e-005, 4.622722e-005, -4.237743e-005, -1.380112e-003, 3.176883e-003 
2015, -2.462949e-006, -1.457440e-003, 3.354208e-003, -4.628907e-005, -9.421784e-006, 2.173592e-005, -4.881653e-005, -1.466626e-003, 3.376015e-003 
2016, -2.800954e-006, -1.554599e-003, 3.577833e-003, -4.720234e-005, 1.689360e-006, -3.897361e-006, -5.003012e-005, -1.552660e-003, 3.574006e-003 
2017, -3.160685e-006, -1.651757e-003, 3.801459e-003, -4.391219e-005, 1.247872e-005, -2.878843e-005, -4.705830e-005, -1.639031e-003, 3.772741e-003 
2018, -3.542142e-006, -1.748915e-003, 4.025086e-003, -3.569044e-005, 2.229716e-005, -5.143893e-005, -3.917572e-005, -1.726394e-003, 3.973718e-003 
2019, -3.945323e-006, -1.846073e-003, 4.248714e-003, -2.287800e-005, 2.908635e-005, -6.709985e-005, -2.673272e-005, -1.816809e-003, 4.181685e-003 
2020, -4.370231e-006, -1.943229e-003, 4.472344e-003, -8.165147e-006, 3.184832e-005, -7.346944e-005, -1.242605e-005, -1.911264e-003, 4.398945e-003 
2021, -4.816863e-006, -2.040386e-003, 4.695975e-003, 6.067928e-006, 3.121517e-005, -7.200693e-005, 1.364381e-006, -2.009119e-003, 4.624039e-003 
2022, -5.285221e-006, -2.137542e-003, 4.919607e-003, 1.978939e-005, 2.765997e-005, -6.380420e-005, 1.460680e-005, -2.109899e-003, 4.855874e-003 
2023, -5.775304e-006, -2.234697e-003, 5.143241e-003, 3.171350e-005, 2.037844e-005, -4.700665e-005, 2.600937e-005, -2.214402e-003, 5.096305e-003 
2024, -6.287112e-006, -2.331852e-003, 5.366876e-003, 3.921531e-005, 1.036169e-005, -2.390090e-005, 3.295002e-005, -2.321620e-003, 5.343046e-003 
2025, -6.820645e-006, -2.429006e-003, 5.590512e-003, 4.117217e-005, -3.068467e-007, 7.077923e-007, 3.431594e-005, -2.429463e-003, 5.591291e-003 
2026, -7.375903e-006, -2.526160e-003, 5.814150e-003, 3.910296e-005, -1.045293e-005, 2.411165e-005, 3.163239e-005, -2.536760e-003, 5.838332e-003 
2027, -7.952886e-006, -2.623313e-003, 6.037789e-003, 3.311196e-005, -2.034868e-005, 4.693902e-005, 2.500236e-005, -2.643781e-003, 6.084798e-003 
2028, -8.551594e-006, -2.720466e-003, 6.261429e-003, 2.253157e-005, -2.850975e-005, 6.576647e-005, 1.376777e-005, -2.749036e-003, 6.327266e-003 
2029, -9.172026e-006, -2.817618e-003, 6.485070e-003, 8.263455e-006, -3.306179e-005, 7.627012e-005, -1.156412e-006, -2.850652e-003, 6.561411e-003 
2030, -9.814183e-006, -2.914770e-003, 6.708713e-003, -6.561214e-006, -3.364645e-005, 7.762201e-005, -1.663424e-005, -2.948291e-003, 6.786405e-003 
2031, -1.047806e-005, -3.011921e-003, 6.932357e-003, -2.062595e-005, -3.125539e-005, 7.210864e-005, -3.135346e-005, -3.042952e-003, 7.004536e-003 
2032, -1.116367e-005, -3.109071e-003, 7.156002e-003, -3.340577e-005, -2.552423e-005, 5.888852e-005, -4.478452e-005, -3.134275e-003, 7.214961e-003 
2033, -1.187100e-005, -3.206221e-003, 7.379649e-003, -4.313626e-005, -1.618403e-005, 3.734023e-005, -5.515881e-005, -3.222006e-003, 7.417060e-003 
2034, -1.260005e-005, -3.303370e-003, 7.603297e-003, -4.739796e-005, -4.959490e-006, 1.144286e-005, -6.006764e-005, -3.307889e-003, 7.614810e-003 
2035, -1.335083e-005, -3.400519e-003, 7.826946e-003, -4.634492e-005, 6.017728e-006, -1.388454e-005, -5.968053e-005, -3.394058e-003, 7.813132e-003 
2036, -1.412333e-005, -3.497667e-003, 8.050596e-003, -4.108495e-005, 1.632709e-005, -3.767083e-005, -5.510882e-005, -3.480929e-003, 8.012996e-003 
2037, -1.491756e-005, -3.594814e-003, 8.274248e-003, -3.128940e-005, 2.535648e-005, -5.850303e-005, -4.602940e-005, -3.569119e-003, 8.215816e-003 
2038, -1.573351e-005, -3.691961e-003, 8.497901e-003, -1.742844e-005, 3.087143e-005, -7.122539e-005, -3.293231e-005, -3.660862e-003, 8.426747e-003 
2039, -1.657118e-005, -3.789108e-003, 8.721555e-003, -2.250894e-006, 3.199639e-005, -7.381875e-005, -1.857626e-005, -3.757012e-003, 8.647808e-003 
2040, -1.743058e-005, -3.886253e-003, 8.945211e-003, 1.172752e-005, 2.996031e-005, -6.911951e-005, -5.468867e-006, -3.856319e-003, 8.876162e-003 
2041, -1.831170e-005, -3.983398e-003, 9.168867e-003, 2.453612e-005, 2.532209e-005, -5.841761e-005, 6.422217e-006, -3.958222e-003, 9.110521e-003 
2042, -1.921455e-005, -4.080543e-003, 9.392525e-003, 3.508049e-005, 1.701598e-005, -3.925486e-005, 1.599087e-005, -4.063777e-003, 9.353342e-003 
2043, -2.013911e-005, -4.177687e-003, 9.616185e-003, 4.095839e-005, 6.199712e-006, -1.430226e-005, 2.084364e-005, -4.171801e-003, 9.601953e-003 
2044, -2.108540e-005, -4.274830e-003, 9.839845e-003, 4.104664e-005, -4.582925e-006, 1.057252e-005, 1.988079e-005, -4.279736e-003, 9.850488e-003 
2045, -2.205342e-005, -4.371973e-003, 1.006351e-002, 3.709157e-005, -1.425065e-005, 3.287585e-005, 1.485950e-005, -4.386515e-003, 1.009645e-002 
2046, -2.304315e-005, -4.469115e-003, 1.028717e-002, 2.941314e-005, -2.353832e-005, 5.430357e-005, 6.092914e-006, -4.492874e-003, 1.034154e-002 
2047, -2.405461e-005, -4.566256e-003, 1.051083e-002, 1.762748e-005, -3.081459e-005, 7.109250e-005, -6.785371e-006, -4.597174e-003, 1.058200e-002 
2048, -2.508779e-005, -4.663397e-003, 1.073450e-002, 2.641548e-006, -3.398602e-005, 7.841251e-005, -2.284460e-005, -4.697329e-003, 1.081298e-002 
2049, -2.614270e-005, -4.760537e-003, 1.095817e-002, -1.227718e-005, -3.293178e-005, 7.598327e-005, -3.881340e-005, -4.793251e-003, 1.103422e-002 
